,average_covered_charges,average_medicare_payments,average_total_payments,drg_definition,hospital_referral_region_hrr_description,provider_city,provider_id,provider_name,provider_state,provider_street_address,provider_zip_code,total_discharges
6079,23612.18,8039.59,8866.41,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",NY - Syracuse,AUBURN,330235,AUBURN MEMORIAL HOSPITAL,NY,17 LANSING STREET,13021,17
6080,29229.71,11483.83,12982.59,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",NY - Manhattan,BROOKLYN,330236,NEW YORK METHODIST HOSPITAL,NY,506 SIXTH STREET,11215,58
6081,45736.41,10583.86,12540.31,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",NY - Syracuse,SYRACUSE,330241,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,NY,750 EAST ADAMS STREET,13210,29
6082,34668.15,9448.92,10215.27,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",VT - Burlington,PLATTSBURGH,330250,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,NY,75 BEEKMAN STREET,12901,26
6083,38674.17,9480.17,10587.33,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",NY - White Plains,SLEEPY HOLLOW,330261,PHELPS MEMORIAL HOSPITAL ASSN,NY,701 NORTH BROADWAY,10591,12
6084,29418.05,7945.05,10358.00,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",NY - White Plains,NEWBURGH,330264,ST LUKE'S CORNWALL HOSPITAL,NY,70 DUBOIS STREET,12550,19
6085,62826.87,9469.47,10606.40,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",NY - White Plains,CORTLANDT MANOR,330267,NEW YORK-PRESBYTERIAN/HUDSON VALLEY HOSPITAL,NY,1980 CROMPOND ROAD,10567,15
6086,37000.33,10956.13,12131.47,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",NY - Buffalo,BUFFALO,330279,MERCY HOSPITAL OF BUFFALO,NY,565 ABBOTT ROAD,14220,15
6087,19145.69,9991.19,12003.75,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",NY - Rochester,ROCHESTER,330285,STRONG MEMORIAL HOSPITAL,NY,601 ELMWOOD AVE,14642,36
6088,66099.71,8554.00,11010.52,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",NY - East Long Island,WEST ISLIP,330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,NY,1000 MONTAUK HIGHWAY,11795,31
6089,39927.22,7519.17,10552.83,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",NY - White Plains,WHITE PLAINS,330304,WHITE PLAINS HOSPITAL CENTER,NY,41 EAST POST R0AD,10601,18
6090,50713.85,8887.35,10584.46,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",NY - East Long Island,PLAINVIEW,330331,PLAINVIEW HOSPITAL,NY,888 OLD COUNTRY ROAD,11803,26
6091,37265.94,10454.29,12637.06,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",NY - East Long Island,SOUTHAMPTON,330340,SOUTHAMPTON HOSPITAL,NY,240 MEETING HOUSE LANE,11968,17
6092,24384.41,14174.05,17767.91,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",NY - Manhattan,BROOKLYN,330350,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),NY,445 LENOX ROAD,11203,22
6093,66349.93,14416.47,17370.69,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",NY - East Long Island,STONY BROOK,330393,UNIVERSITY HOSPITAL ( STONY BROOK ),NY,HEALTH SCIENCES CENTER SUNY,11794,55
6094,17715.15,6619.38,7869.00,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",NY - Binghamton,BINGHAMTON,330394,"UNITED HEALTH SERVICES HOSPITALS, INC",NY,10-42 MITCHELL AVENUE,13903,13
6095,48485.64,13641.82,17989.55,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",NY - East Long Island,FAR ROCKAWAY,330395,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,NY,327 BEACH 19TH STREET,11691,11
6096,74186.09,8512.82,9220.77,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",NY - East Long Island,SMITHTOWN,330401,ST CATHERINE OF SIENA HOSPITAL,NY,50 ROUTE 25A,11787,22
6097,15537.90,3331.70,4572.40,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Albany,ALBANY,330003,ALBANY MEMORIAL HOSPITAL,NY,600 NORTHERN BOULEVARD,12204,20
6098,21479.75,3900.97,5069.17,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Albany,KINGSTON,330004,HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS,NY,396 BROADWAY,12401,106
6099,12773.60,5779.81,7445.26,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Buffalo,BUFFALO,330005,KALEIDA HEALTH,NY,"726 EXCHANGE STREET, SUITE 522",14210,151
6100,10247.78,7144.87,8295.17,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - White Plains,YONKERS,330006,ST JOSEPH'S MEDICAL CENTER,NY,127 SOUTH BROADWAY,10701,23
6101,6985.36,4564.18,5732.55,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Rochester,WARSAW,330008,WYOMING COUNTY COMMUNITY HOSPITAL,NY,400 NORTH MAIN STREET,14569,11
6102,10481.82,13309.18,14842.53,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Bronx,BRONX,330009,BRONX-LEBANON HOSPITAL CENTER,NY,1276 FULTON AVENUE,10456,66
6103,14100.75,3338.72,4352.50,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Binghamton,BINGHAMTON,330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",NY,169 RIVERSIDE DRIVE,13905,64
6104,21933.98,5090.25,6833.94,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Albany,ALBANY,330013,ALBANY MEDICAL CENTER HOSPITAL,NY,"43 NEW SCOTLAND AVENUE, MAIL CODE 34",12208,223
6105,16205.31,8334.34,10429.43,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - East Long Island,JAMAICA,330014,JAMAICA HOSPITAL MEDICAL CENTER,NY,89TH AVENUE AND VAN WYCK EXPRESSWAY,11418,35
6106,15559.75,5736.43,6828.22,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Manhattan,BROOKLYN,330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",NY,2525 KINGS HIGHWAY,11229,151
6107,24129.65,4503.17,6230.40,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Albany,POUGHKEEPSIE,330023,VASSAR BROTHERS MEDICAL CENTER,NY,45 READE PLACE,12601,133
6108,25519.33,7410.16,9985.90,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Manhattan,NEW YORK,330024,MOUNT SINAI HOSPITAL,NY,ONE GUSTAVE L LEVY PLACE,10029,186
6109,21139.23,9153.58,10833.57,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - East Long Island,EAST MEADOW,330027,NASSAU UNIVERSITY MEDICAL CENTER,NY,2201 HEMPSTEAD TURNPIKE,11554,69
6110,26037.81,7985.95,9344.86,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Manhattan,STATEN ISLAND,330028,RICHMOND UNIVERSITY MEDICAL CENTER,NY,355 BARD AVENUE,10304,59
6111,13069.21,3515.07,4598.66,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Rochester,NEWARK,330030,NEWARK-WAYNE COMMUNITY HOSPITAL,NY,111 DRIVING PARK AVENUE,14513,29
6112,23752.94,4820.24,5877.65,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Binghamton,NORWICH,330033,"CHENANGO MEMORIAL HOSPITAL, INC",NY,179 NORTH BROAD STREET,13815,17
6113,36356.63,5534.64,6904.15,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - East Long Island,BAY SHORE,330043,SOUTHSIDE HOSPITAL,NY,301 EAST MAIN STREET,11706,80
6114,15090.75,3561.99,4949.01,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Elmira,UTICA,330044,FAXTON-ST LUKE'S HEALTHCARE,NY,1656 CHAMPLIN AVENUE,13503,77
6115,33048.83,4347.65,5609.94,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - East Long Island,HUNTINGTON,330045,HUNTINGTON HOSPITAL,NY,270 PARK AVENUE,11743,144
6116,31034.00,7833.47,9492.01,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Manhattan,NEW YORK,330046,MOUNT SINAI WEST,NY,1000 TENTH AVENUE,10019,88
6117,15593.15,3626.96,4763.56,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Albany,AMSTERDAM,330047,ST MARY'S HOSPITAL AT AMSTERDAM,NY,427 GUY PARK AVENUE,12010,27
6118,21993.02,4104.44,5199.35,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Albany,RHINEBECK,330049,NORTHERN DUTCHESS HOSPITAL,NY,6511 SPRINGBROOK AVENUE,12572,48
6119,28031.58,6906.98,8695.76,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - East Long Island,FLUSHING,330055,NEW YORK-PRESBYTERIAN/QUEENS,NY,56-45 MAIN STREET,11355,80
6120,39203.54,9316.32,11389.95,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Manhattan,BROOKLYN,330056,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,NY,121 DEKALB AVENUE,11201,37
6121,18903.06,3575.42,4721.61,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Albany,ALBANY,330057,ST PETER'S HOSPITAL,NY,315 SOUTH MANNING BOULEVARD,12208,142
6122,14240.03,3354.21,4677.79,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Rochester,GENEVA,330058,GENEVA GENERAL HOSPITAL,NY,196 -198 NORTH STREET,14456,33
6123,42652.69,9503.85,11732.23,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Bronx,BRONX,330059,MONTEFIORE MEDICAL CENTER,NY,111 EAST 210TH STREET,10467,363
6124,30151.25,5494.35,6734.83,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - White Plains,BRONXVILLE,330061,LAWRENCE HOSPITAL CENTER,NY,55 PALMER AVENUE,10708,71
6125,9332.33,5289.67,6867.58,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Buffalo,NIAGARA FALLS,330065,NIAGARA FALLS MEMORIAL MEDICAL CENTER,NY,621 TENTH STREET,14302,12
6126,9108.63,3798.81,5679.88,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Buffalo,BATAVIA,330073,UNITED MEMORIAL MEDICAL CENTER,NY,127 NORTH STREET,14020,16
6127,9541.11,2785.63,3926.93,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Rochester,CANANDAIGUA,330074,F F THOMPSON HOSPITAL,NY,350 PARRISH STREET,14424,46
6128,18744.38,4937.11,6439.03,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Buffalo,BUFFALO,330078,SISTERS OF CHARITY HOSPITAL,NY,2157 MAIN STREET,14214,37
6129,10173.14,4725.50,5547.50,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",VT - Burlington,SARANAC LAKE,330079,ADIRONDACK MEDICAL CENTER,NY,2233 STATE ROUTE 86,12983,14
6130,15073.09,14121.31,15350.19,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Bronx,BRONX,330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,NY,234 EAST 149TH STREET,10451,32
6131,11113.94,4482.22,5334.67,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",VT - Burlington,MALONE,330084,ALICE HYDE MEDICAL CENTER,NY,133 PARK STREET,12953,18
6132,8702.68,3553.16,4544.90,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Binghamton,ONEONTA,330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL,NY,ONE NORTON AVENUE,13820,31
6133,26107.93,5301.53,9091.00,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - White Plains,MOUNT VERNON,330086,MONTEFIORE MOUNT VERNON HOSPITAL,NY,12 NORTH 7TH AVENUE,10550,15
6134,29113.77,6581.46,7761.77,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - East Long Island,GREENPORT,330088,EASTERN LONG ISLAND HOSPITAL,NY,201 MANOR PLACE,11944,13
6135,16528.32,3832.44,5131.08,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Elmira,ELMIRA,330090,ARNOT OGDEN MEDICAL CENTER,NY,600 ROE AVENUE,14905,50
6136,11648.11,3952.93,4948.96,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Albany,HUDSON,330094,COLUMBIA MEMORIAL HOSPITAL,NY,71 PROSPECT AVENUE,12534,55
6137,12752.42,3993.00,5061.67,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Rochester,WELLSVILLE,330096,JONES MEMORIAL HOSPITAL,NY,191 NORTH MAIN STREET,14895,12
6138,38077.00,7920.39,10191.54,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Manhattan,NEW YORK,330101,NEW YORK-PRESBYTERIAN HOSPITAL,NY,525 EAST 68TH STREET,10065,370
6139,14162.92,3486.46,4917.50,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Buffalo,KENMORE,330102,KENMORE MERCY HOSPITAL,NY,2950 ELMWOOD AVENUE,14217,26
6140,9256.82,3280.76,4686.58,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Buffalo,OLEAN,330103,OLEAN GENERAL HOSPITAL,NY,515 MAIN STREET,14760,33
6141,40341.65,4848.22,6042.41,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NJ - Hackensack,NYACK,330104,NYACK HOSPITAL,NY,160 NORTH MIDLAND AVENUE,10960,49
6142,46591.00,5931.42,8075.35,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - East Long Island,MANHASSET,330106,NORTH SHORE UNIVERSITY HOSPITAL,NY,300 COMMUNITY DRIVE,11030,286
6143,30824.60,5165.64,6888.21,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - East Long Island,RIVERHEAD,330107,PECONIC BAY MEDICAL CENTER,NY,1300 ROANOKE AVENUE,11901,85
6144,12033.46,4069.46,5310.81,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Syracuse,ONEIDA,330115,ONEIDA HEALTHCARE,NY,321 GENESEE STREET,13421,26
6145,42643.72,5901.20,8235.16,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Manhattan,NEW YORK,330119,LENOX HILL HOSPITAL,NY,100 EAST 77TH STREET,10021,81
6146,13853.92,4452.14,5594.99,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Rochester,ROCHESTER,330125,ROCHESTER GENERAL HOSPITAL,NY,1425 PORTLAND AVENUE,14621,146
6147,34511.12,4733.74,6054.55,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - White Plains,MIDDLETOWN,330126,ORANGE REGIONAL MEDICAL CENTER,NY,707 EAST MAIN STREET,10940,137
6148,22778.97,11728.26,13722.66,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Bronx,BRONX,330127,JACOBI MEDICAL CENTER,NY,1400 PELHAM PARKWAY SOUTH,10461,38
6149,18907.14,11907.32,13469.04,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - East Long Island,ELMHURST,330128,ELMHURST HOSPITAL CENTER,NY,79-01 BROADWAY,11373,28
6150,41055.11,5323.42,6464.05,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NJ - Morristown,PORT JERVIS,330135,BON SECOURS COMMUNITY HOSPITAL,NY,160 EAST MAIN STREET,12771,19
6151,13837.34,5766.24,6946.34,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Albany,COOPERSTOWN,330136,MARY IMOGENE BASSETT HOSPITAL,NY,ONE ATWELL ROAD,13326,62
6152,15787.45,3898.42,5447.31,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Syracuse,SYRACUSE,330140,ST JOSEPH'S HOSPITAL HEALTH CENTER,NY,301 PROSPECT AVENUE,13203,137
6153,39457.40,4799.53,6541.89,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - East Long Island,PATCHOGUE,330141,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,NY,101 HOSPITAL ROAD,11772,122
6154,17391.55,3659.65,5642.22,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Albany,SCHENECTADY,330153,ELLIS HOSPITAL,NY,1101 NOTT STREET,12308,65
6155,18373.04,6085.80,7110.86,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Syracuse,WATERTOWN,330157,SAMARITAN MEDICAL CENTER,NY,830 WASHINGTON STREET,13601,50
6156,40916.96,5011.73,6107.95,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NJ - Ridgewood,SUFFERN,330158,GOOD SAMARITAN HOSPITAL OF SUFFERN,NY,255 LAFAYETTE AVENUE,10901,74
6157,27795.25,6373.22,7840.30,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Manhattan,STATEN ISLAND,330160,STATEN ISLAND UNIVERSITY HOSPITAL,NY,475 SEAVIEW AVENUE,10305,152
6158,20295.54,3835.08,6388.72,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - White Plains,MOUNT KISCO,330162,NORTHERN WESTCHESTER HOSPITAL,NY,400 EAST MAIN STREET,10549,50
6159,12842.79,4625.73,5648.24,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Buffalo,LOCKPORT,330163,EASTERN NIAGARA HOSPITAL,NY,521 EAST AVENUE,14094,33
6160,8695.50,4219.79,6044.82,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Rochester,ROCHESTER,330164,HIGHLAND HOSPITAL,NY,1000 SOUTH AVENUE,14620,66
6161,40038.53,5542.99,8514.70,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - East Long Island,MINEOLA,330167,WINTHROP-UNIVERSITY HOSPITAL,NY,259 FIRST STREET,11501,186
6162,35722.04,7391.17,9094.90,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Manhattan,NEW YORK,330169,MOUNT SINAI BETH ISRAEL/PETRIE CAMPUS,NY,FIRST AVENUE AT 16TH STREET,10003,229
6163,9825.89,3716.37,4883.69,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Syracuse,CORTLAND,330175,"CORTLAND REGIONAL MEDICAL CENTER, INC",NY,134 HOMER AVENUE,13045,35
6164,15611.11,3528.42,4598.03,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Albany,TROY,330180,SAMARITAN HOSPITAL,NY,2215 BURDETT AVENUE,12180,36
6165,33947.00,4756.41,5940.74,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - East Long Island,GLEN COVE,330181,GLEN COVE HOSPITAL,NY,101 ST ANDREWS LANE,11542,39
6166,36132.60,4362.46,5579.79,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - East Long Island,ROSLYN,330182,"ST FRANCIS HOSPITAL, ROSLYN",NY,100 PORT WASHINGTON BOULEVARD,11576,166
6167,23730.96,6198.81,7999.38,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Bronx,NEW ROCHELLE,330184,MONTEFIORE NEW ROCHELLE HOSPITAL,NY,16 GUION PLACE,10802,26
6168,38050.39,4834.23,6471.24,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - East Long Island,PORT JEFFERSON,330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,NY,75 NORTH COUNTRY ROAD,11777,149
6169,7911.41,4229.38,5686.59,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Buffalo,LEWISTON,330188,MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER,NY,5300 MILITARY ROAD,14092,34
6170,22919.94,3200.37,4757.97,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Albany,GLENS FALLS,330191,GLENS FALLS HOSPITAL,NY,100 PARK STREET,12801,68
6171,19206.68,8192.72,10313.79,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - East Long Island,FLUSHING,330193,FLUSHING HOSPITAL MEDICAL CENTER,NY,45TH AVENUE AND PARSONS BOULEVARD,11355,47
6172,27393.61,8504.03,10459.13,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Manhattan,BROOKLYN,330194,MAIMONIDES MEDICAL CENTER,NY,4802 TENTH AVENUE,11219,102
6173,41123.89,7558.10,9226.39,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - East Long Island,NEW HYDE PARK,330195,LONG ISLAND JEWISH MEDICAL CENTER,NY,270 - 05 76TH AVENUE,11040,225
6174,29370.94,7185.15,8690.72,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Manhattan,BROOKLYN,330196,CONEY ISLAND HOSPITAL,NY,2601 OCEAN PARKWAY,11235,65
6175,11987.32,4008.04,5066.42,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",VT - Burlington,POTSDAM,330197,CANTON-POTSDAM HOSPITAL,NY,50 LEROY STREET,13676,53
6176,33169.76,5064.57,6781.41,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - East Long Island,OCEANSIDE,330198,SOUTH NASSAU COMMUNITIES HOSPITAL,NY,ONE HEALTHY WAY,11572,152
6177,17246.83,13590.63,15147.00,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Manhattan,NEW YORK,330199,METROPOLITAN HOSPITAL CENTER,NY,1901 FIRST AVENUE,10029,30
6178,36690.21,6757.53,8597.11,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Manhattan,BROOKLYN,330201,KINGSBROOK JEWISH MEDICAL CENTER,NY,585 SCHENECTADY AVENUE,11203,38
6179,29591.79,14028.45,16265.41,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Manhattan,BROOKLYN,330202,KINGS COUNTY HOSPITAL CENTER,NY,451 CLARKSON AVENUE,11203,29
6180,12178.93,4889.42,6340.54,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Syracuse,SYRACUSE,330203,CROUSE HOSPITAL,NY,736 IRVING AVENUE,13210,110
6181,16440.33,11301.89,12643.22,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Manhattan,NEW YORK,330204,BELLEVUE HOSPITAL CENTER,NY,462 FIRST AVENUE,10016,27
6182,51734.19,5097.67,6136.33,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NJ - Ridgewood,WARWICK,330205,ST ANTHONY COMMUNITY HOSPITAL,NY,15 - 19  MAPLE AVENUE,10990,21
6183,20272.35,6495.97,7728.68,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - White Plains,YONKERS,330208,ST JOHN'S RIVERSIDE HOSPITAL,NY,976 NORTH BROADWAY,10701,65
6184,11937.13,4114.17,5308.61,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Syracuse,OGDENSBURG,330211,CLAXTON-HEPBURN MEDICAL CENTER,NY,214 KING STREET,13669,23
6185,41163.38,6743.06,9397.20,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Manhattan,NEW YORK,330214,NYU HOSPITALS CENTER,NY,550 FIRST AVENUE,10016,139
6186,17954.07,3635.60,4913.80,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Syracuse,ROME,330215,"ROME MEMORIAL HOSPITAL, INC",NY,1500 NORTH JAMES STREET,13440,15
6187,13418.33,4085.79,5042.46,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Syracuse,OSWEGO,330218,OSWEGO HOSPITAL,NY,110 WEST SIXTH STREET,13126,24
6188,16114.39,6580.25,10031.44,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Buffalo,BUFFALO,330219,ERIE COUNTY MEDICAL CENTER,NY,462 GRIDER STREET,14215,36
6189,17270.21,8524.78,10102.19,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Manhattan,BROOKLYN,330221,WYCKOFF HEIGHTS MEDICAL CENTER,NY,374 STOCKHOLM STREET,11237,63
